shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,line_id
L3-R,-33.366943,-70.719434,91,L3
L3-R,-33.366505,-70.721577,92,L3
L3-R,-33.366437,-70.722062,93,L3
L3-R,-33.366405,-70.722801,94,L3
L3-R,-33.36637,-70.72355,95,L3
L3-R,-33.366325,-70.723896,96,L3
L3-R,-33.366224,-70.724354,97,L3
L3-R,-33.365963,-70.725496,98,L3
L3-R,-33.36567,-70.726782,99,L3
L3-R,-33.365542,-70.727343,100,L3
L3-R,-33.36551,-70.727544,101,L3
L3-R,-33.365504,-70.727735,102,L3
L3-R,-33.365523,-70.727902,103,L3
L3-R,-33.365569,-70.728135,104,L3
L3-R,-33.365639,-70.72852,105,L3
L3-R,-33.365697,-70.72891,106,L3
L3-R,-33.365726,-70.729209,107,L3
L3-R,-33.365736,-70.729429,108,L3
L3-R,-33.365733,-70.729754,109,L3
L3-R,-33.365703,-70.730254,110,L3
L3-R,-33.365624,-70.730701,111,L3
L3-R,-33.365232,-70.731613,112,L3
